,AreaName,AvgPrice,Latitude,Longitude,PinCode,District,NormPrice,EconomicCategory,CategoryValue
290,Shakti Nagar,22370.68,28.67965,77.195243,110007,Central District,21.547011917017667,Category II,2
291,Som Vihar,28333.33,28.571889,77.175111,110022,New Delhi District,27.306491661449055,Category II,2
292,Devli Export Enclave,3973.46,28.503704,77.23216,110062,South District,3.7766554574153095,Category I,1
293,Hastsal,5833.33,28.636429,77.060879,110059,West District,5.573152584074697,Category I,1
294,Rajapuri East Uttam Nagar,4509.8,28.618535,77.056782,110059,West District,4.294720305449041,Category I,1
295,Rajinder Nagar,22222.22,28.703218,77.287433,110094,North East District,21.403610516154245,Category II,2
296,Sector 23,8605.71,28.719668,77.081978,110085,North West District,8.251067010356081,Category I,1
297,Sector-B Vasant Kunj,16824.4,28.522471,77.164599,110070,South District,16.18971485665945,Category I,1
298,Sultanpur,4761.54,28.48498,77.160476,110030,South District,4.537882562308517,Category I,1
299,Tri Nagar,11870.38,28.678393,77.156999,110035,North West District,11.404497236388602,Category I,1
300,Deoli Gaon Nai Basti,317.63,28.505528,77.234013,110062,South District,0.2453935463380869,Category I,1
301,Gulmohar Enclave,21808.71,28.558254,77.210392,110049,South District,21.00419038095935,Category II,2
302,Kalkaji Govindpuri,9322.92,28.535546,77.264039,110019,South East Delhi District,8.943838926786466,Category I,1
303,Khera Khurd,9125.0,28.773865,77.099991,110082,North District,8.752662817000068,Category I,1
304,Manglapuri,9453.97,28.588744,77.087511,110045,South West District,9.070423552834905,Category I,1
305,Panchsheel Vihar,4814.81,28.534383,77.222077,110017,South District,4.589337449981928,Category I,1
306,Sector 19B,15555.34,28.667179,77.101017,110063,West District,14.963896577124666,Category I,1
307,Sector 29 Dwarka,4528.44,28.57616,77.050916,110075,South West District,4.312725169466918,Category I,1
308,Sector 9 Rohini,22768.67,28.717325,77.127455,110085,North District,21.931440877880075,Category II,2
309,Shahpur Jat,7333.33,28.549127,77.210407,110049,South District,7.022041855899655,Category I,1
310,Bakkarwala,7500.0,28.659125,77.016713,110041,West District,7.183032772523032,Category I,1
311,Bank Colony,3160.49,28.70331,77.311683,110093,Shahdara District,2.9913864498716185,Category I,1
312,Kotla Mubarakpur,19978.63,28.573136,77.223323,110003,South East Delhi District,19.236468195238405,Category I,1
313,Malka Ganj,77564.1,28.675838,77.205485,110007,Central District,74.85978132590368,Category IV,4
314,Razapur Khurd,4540.28,28.638323,77.029816,110059,West District,4.324161735452524,Category I,1
315,Vasant Kunj Marg,15449.02,28.51498,77.153245,110070,South District,14.861199305537712,Category I,1
316,Vivek Vihar,11733.09,28.67147,77.302295,110095,Shahdara District,11.271885230969371,Category I,1
317,Bank Colony Deoli,2888.89,28.500987,77.224467,110062,South District,2.72904089905318,Category I,1
318,Bhagwati Garden,4670.0,28.621219,77.033078,110059,West District,4.449461679679946,Category I,1
319,Gharoli,10487.18,28.620359,77.334202,110096,East District,10.068428142529749,Category I,1
320,Kalkaji Extension,10735.93,28.541421,77.255747,110019,South East Delhi District,10.308702280107388,Category I,1
321,Karkardooma,7458.85,28.649875,77.302592,110092,Shahdara District,7.143284910165967,Category I,1
322,Sudarshan Park,11158.02,28.660094,77.132877,110015,West District,10.716410061937118,Category I,1
323,Chirag Delhi,11406.25,28.538589,77.228025,110017,South District,10.956181917900524,Category I,1
324,Dwarka Sector 9,10563.29,28.57934,77.065129,110077,South West District,10.141944784182149,Category I,1
325,Madhu Vihar,11541.67,28.601681,77.059258,110059,South West District,11.086987641360881,Category I,1
326,Munirka Vihar,14117.65,28.553441,77.174918,110067,New Delhi District,13.575194165651316,Category I,1
327,Pocket 2 Sector 6 Dwarka,10415.58,28.59122,77.059791,110075,South West District,9.999267827954638,Category I,1
328,Zakir Nagar,4916.67,28.56727,77.279498,110025,South East Delhi District,4.6877266908006545,Category I,1
329,Gujranwala Town,10146.1,28.638975,77.08086,110018,West District,9.738970040640378,Category I,1
330,Kalyan Vihar,3589.74,28.691047,77.197438,110009,North District,3.4060102631588602,Category I,1
331,Sector 19,12156.18,28.577133,77.052768,110075,South West District,11.680558938980317,Category I,1
332,South Anarkali Delhi,11111.11,28.515603,77.227055,,South District,10.671098464776247,Category I,1
333,Sunlight Colony,6857.14,28.576913,77.258301,110014,South East Delhi District,6.562077467666104,Category I,1
334,Ashok Vihar Phase-1,8641.98,28.6916,77.167153,110052,North West District,8.286101152948808,Category I,1
335,Dwarka Sector 17,8658.35,28.591823,77.028044,110078,South West District,8.301913364535325,Category I,1
336,Inderpuri,661.4,28.631922,77.147498,110012,New Delhi District,0.5774499896549306,Category I,1
337,Old Delhi,10747.13,28.563078,77.289901,110025,South East Delhi District,10.319520653337014,Category I,1
338,Sector 4 Rohini,9500.0,28.707737,77.10273,110085,North West District,9.114885134956307,Category I,1
339,Vinod Nagar North,5776.38,28.626427,77.290015,110092,East District,5.51814308805441,Category I,1
340,Wea,18607.86,28.632694,77.21966,,,17.912405563812076,Category I,1
341,Alaknanda Gangotri Enclave,14507.67,28.524453,77.252141,110019,South East Delhi District,13.95192469484943,Category I,1
342,Ashram,14973.26,28.578917,77.259447,110014,South East Delhi District,14.401650265562086,Category I,1
343,Baljeet Nagar,2921.35,28.653045,77.15715,110008,West District,2.7603948628954718,Category I,1
344,Budh Vihar,2555.56,28.622737,77.313299,110091,East District,2.4070687250682377,Category I,1
345,Devli Nai Basti,416.67,28.505528,77.234013,110062,South District,0.3410588753257828,Category I,1
346,Govindpura,5873.02,28.645781,77.284887,110051,East District,5.611490194207187,Category I,1
347,Kalkaji Main,14000.0,28.541421,77.255747,110019,South East Delhi District,13.46155295043118,Category I,1
348,Roop Nagar,27247.96,28.684984,77.20039,110007,Central District,26.25810436214195,Category II,2
349,Subhash Park Extn New Delhi,4400.0,28.679682,77.276699,110032,Shahdara District,4.1886616107514545,Category I,1
350,Vishwas Park Extn Uttam Nagar,3500.0,28.610002,77.057957,110059,West District,3.3193280476564793,Category I,1
351,Wazirabad,4117.65,28.724929,77.224245,110084,Central District,3.9159323534849353,Category I,1
352,Babarpur,7222.22,28.688691,77.279249,110032,Shahdara District,6.914717797904675,Category I,1
353,Bali Nagar,4444.44,28.653915,77.128918,110015,West District,4.23158737024472,Category I,1
354,Bamnoli,735.29,28.545682,77.031618,110077,South West District,0.6488222751850279,Category I,1
355,Bhalswa,3461.54,28.742565,77.163174,110042,North District,3.282178526726888,Category I,1
356,Dda Flat,9622.96,28.52615,77.221537,110017,South District,9.233655418198705,Category I,1
357,Dwarka Sector 11 Pocket 3,5630.64,28.585082,77.047071,110075,South West District,5.377369006403898,Category I,1
358,E 2 Vasant Kunj,5641.03,28.51498,77.153245,110070,South District,5.387404979426738,Category I,1
359,Madangir,441.92,28.519654,77.228583,110062,South District,0.3654485114015029,Category I,1
360,Masjid Moth,14571.43,28.541008,77.234227,110048,South East Delhi District,14.013512148163803,Category I,1
361,Meera Bagh,8346.59,28.658887,77.089295,110087,West District,8.000776218279226,Category I,1
362,Netaji Subhash Place,20357.14,28.692377,77.149477,110034,North West District,19.602080914090717,Category I,1
363,New Kondli,1087.99,28.606115,77.330756,110096,East District,0.9895044393001363,Category I,1
364,Sector 11 Dwarka Pocket 2,8394.06,28.585773,77.045946,110075,South West District,8.046628734101578,Category I,1
365,Sector 15A,18636.36,28.675372,77.223558,110054,Central District,17.93993445997675,Category I,1
366,Swasthya Vihar,14204.55,28.640829,77.289421,110092,East District,13.659133150799041,Category I,1
367,Abul Fazal Enclave,3466.67,28.54637,77.307199,110025,South East Delhi District,3.2871337280365296,Category I,1
368,Central Secretariat,16216.22,28.615966,77.215843,110001,New Delhi District,15.602257871767117,Category I,1
369,Delhi Apartments,1152.93,28.603676,77.054309,110078,West District,1.052231685508345,Category I,1
370,Derawal Nagar,8171.6,28.699642,77.190193,110009,North District,7.831748795828126,Category I,1
371,Dwarka Sector 12 Pocket 4,9145.82,28.595862,77.043795,110078,South West District,8.772773400093,Category I,1
372,Paschim Vihar Main,10952.38,28.669306,77.093265,110063,West District,10.517777002031728,Category I,1
373,Sector 6 Dwarka Palam Vihar,11319.5,28.594958,77.068549,110075,South West District,10.87238782167998,Category I,1
374,Sushant Lok Delhi,3459.87,28.657155,77.316155,110092,Shahdara District,3.2805654300042555,Category I,1
375,Vinod Nagar East,474.07,28.623101,77.307622,110091,East District,0.3965030381276178,Category I,1
376,10 Sector Dwarka,8200.93,28.590611,77.057569,110075,South West District,7.86007941072321,Category I,1
377,B K Dutt Colony,21912.35,28.581666,77.215914,110003,South East Delhi District,21.10429897038064,Category II,2
378,Bhagwati Vihar,2888.89,28.612684,77.06236,110059,West District,2.72904089905318,Category I,1
379,Block A,11785.71,28.644128,77.101778,110018,West District,11.322712266624988,Category I,1
380,Jagriti Enclave Shreshtha Vihar,20790.44,28.655879,77.316371,110092,Shahdara District,20.020616728411884,Category II,2
381,Kundli,5177.13,28.69801,77.120157,110034,North West District,4.93931182396034,Category I,1
382,Loknayak Puram,5765.43,28.663064,77.010044,110041,West District,5.507566196370088,Category I,1
383,Mansarovar Park,7849.56,28.681864,77.299151,110032,Shahdara District,7.520681928429121,Category I,1
384,Mayur Vihar Iii,810.86,28.610627,77.336514,110096,East District,0.7218173166995693,Category I,1
385,Okhla Vihar,4888.89,28.554818,77.290006,110025,South East Delhi District,4.660893261486456,Category I,1
386,Ranjeet Nagar,10909.09,28.64345,77.169485,110008,West District,10.47596205764686,Category I,1
387,Shyam Vihar Phase1,4637.25,28.606015,77.02922,110078,South West District,4.417827597245101,Category I,1
388,Anupam Garden 10Th Lane,9523.81,28.514134,77.208503,110017,South District,9.137883837331076,Category I,1
389,Bhiwadi,3696.78,28.632694,77.21966,,,3.5094030015962896,Category I,1
390,Block A1 Chattarpur,3750.0,28.494484,77.184047,110074,South District,3.560809592960639,Category I,1
391,Deepali,7393.76,28.694694,77.118494,110034,North West District,7.080412775030577,Category I,1
392,Dilshad Colony,8714.29,28.6884,77.326317,110095,Shahdara District,8.355947275112584,Category I,1
393,Dwarka Sector 15,8216.37,28.606782,77.023576,110078,South West District,7.874993310961195,Category I,1
394,Kakrola,6296.3,28.608126,77.018272,110078,South West District,6.020347428192565,Category I,1
395,Kalu Sarai,25713.38,28.539458,77.199566,110016,South District,24.775813362970524,Category II,2
396,Mahipalpur Extension,4843.21,28.545272,77.129485,110037,New Delhi District,4.61676975352848,Category I,1
397,Nasirpur,8892.86,28.600232,77.087882,110045,South West District,8.528432713292439,Category I,1
398,Navin Shahdara,9565.22,28.671679,77.294197,,Shahdara District,9.177882840495256,Category I,1
399,Sarai Rohilla,3157.89,28.66302,77.182898,110005,Central District,2.9888750418004553,Category I,1
400,Sector 111,10260.67,28.736906,77.051255,110086,North West District,9.849636203222369,Category I,1
401,Sector 8 Dwarka Block B,10526.32,28.575747,77.073874,110077,South West District,10.10623449326257,Category I,1
402,Sector-28 Rohini,5798.52,28.756306,77.101561,110042,North District,5.539528693706547,Category I,1
403,Sector24,10142.86,28.632694,77.21966,,New Delhi District,9.735840439813238,Category I,1
404,Sectorb Vasant Kunj,14285.71,28.522471,77.164599,110070,South District,13.737527719666584,Category I,1
405,Sewa Nagar,6166.67,28.577172,77.225249,110003,South East Delhi District,5.895134417321453,Category I,1
406,Shakurpur,2471.91,28.682335,77.141606,110034,North West District,2.326269000009466,Category I,1
407,Shadipur,20636.36,28.652243,77.151937,110008,West District,19.871786822410026,Category I,1
408,Aerocity,4391.01,28.552016,77.121662,110037,New Delhi District,4.1799779343823165,Category I,1
409,Bharat Vihar,4383.33,28.607385,77.029196,110078,South West District,4.1725596213105725,Category I,1
410,Chitra Vihar,11877.01,28.642648,77.285919,110092,East District,11.41090132697007,Category I,1
411,Defence Colony Flyover,53722.18,28.573199,77.232795,110024,South East Delhi District,51.83024658743109,Category III,3
412,Delhi Cantonment,8437.5,28.584669,77.133538,,New Delhi District,8.08858856741363,Category I,1
413,Duggal Housing Complex,3871.83,28.512933,77.228906,110062,South District,3.678488379618262,Category I,1
414,Karala,3424.66,28.735684,77.036117,110081,North West District,3.246555169163618,Category I,1
415,Mansa Ram Park Park Path,3500.0,28.617651,77.039019,110059,West District,3.3193280476564793,Category I,1
416,Pochanpur Colony,6263.89,28.561103,77.047446,110077,South West District,5.989041760659334,Category I,1
417,Sadar Bazaar,5166.93,28.591759,77.120554,110010,New Delhi District,4.92945937691193,Category I,1
418,Sector 103,4526.7,28.735093,77.142806,110042,North District,4.311044457911602,Category I,1
419,Sector 37 Rohini,3000.0,28.74381,77.060163,110086,North District,2.8363649570481604,Category I,1
420,Sector 9,13750.0,28.717325,77.127455,110085,North District,13.22007140512702,Category I,1
421,Sheikh Sarai Phase2 New Delhi,12513.91,28.534073,77.228266,110017,South District,12.026099711786946,Category I,1
422,Sonia Vihar,2545.45,28.716561,77.252766,110090,North East District,2.3973032113761374,Category I,1
423,South Patel Nagar,13333.33,28.652637,77.163834,110008,West District,12.817598943199485,Category I,1
424,Vasant Enclave,13221.54,28.574318,77.159724,110057,New Delhi District,12.709618055401275,Category I,1
425,Vasant Vihar C Block,40000.0,28.567879,77.15832,110057,New Delhi District,38.575633662063765,Category II,2
426,Batla House New Delhi,376.92,28.567446,77.286619,110025,South East Delhi District,0.30266330962242144,Category I,1
427,Block Ap Poorvi Pitampura,13257.08,28.703266,77.140724,110034,North West District,12.743947071881715,Category I,1
428,Chandni Chowk,8230.45,28.655159,77.233645,110006,Central District,7.888593551592726,Category I,1
429,Fatehpurberi,8869.05,28.632694,77.21966,,New Delhi District,8.50543401091767,Category I,1
430,Govindpuri Extension New Delhi,4166.67,28.534117,77.258786,110019,South East Delhi District,3.9632820548881758,Category I,1
431,Ishwar Nagar,11666.67,28.559345,77.267956,110065,South East Delhi District,11.207728414012962,Category I,1
432,Jahangir Puri,6709.35,28.72562,77.182357,110033,North District,6.419323237344098,Category I,1
433,Khanpur Colony,4100.0,28.509519,77.230424,110062,South District,3.898883756386463,Category I,1
434,Naharpur Village,2777.78,28.703462,77.115124,110085,North West District,2.6217168410581992,Category I,1
435,Pocket 7 Dwarka Sector 12,8536.63,28.591314,77.043701,110078,South West District,8.184340829757634,Category I,1
436,Sector 11,9190.97,28.73339,77.109005,110085,North West District,8.81638496717493,Category I,1
437,Sector 12,13166.78,28.728298,77.122771,110085,North District,12.656723937717853,Category I,1
438,Sector C Vasant Kunj,40625.0,28.534377,77.145972,110070,South District,39.179337525324165,Category II,2
439,Sitapuri,4444.44,28.607997,77.075381,110059,South West District,4.23158737024472,Category I,1
440,Sonepat,3390.63,28.632694,77.21966,,,3.213684701216816,Category I,1
441,Surajmal Vihar,21666.67,28.661599,77.305985,110092,Shahdara District,20.86699022617934,Category II,2
442,Ali Village,6976.74,28.516516,77.308501,110076,South East Delhi District,6.677602238939613,Category I,1
443,Burari Garhi,4817.3,28.755099,77.199031,110084,Central District,4.591742606173157,Category I,1
444,Ca Apartments,109.74,28.671059,77.102869,110063,West District,0.04458715252496001,Category I,1
445,Chandra Park,3902.11,28.610899,77.032639,110078,South West District,3.707736624385502,Category I,1
446,Daryaganj,9272.73,28.643996,77.241073,110002,Central District,8.895359091751203,Category I,1
447,Freedom Fighter Vihar,5000.0,28.510955,77.202062,110068,South District,4.768217319481437,Category I,1
448,Gazipur,10540.11,28.633403,77.318143,110096,East District,10.119554615301546,Category I,1
449,Hauz Rani,3571.43,28.528977,77.2094,110017,South District,3.388324154780784,Category I,1
450,Hill View,18416.67,28.575996,77.123512,110010,New Delhi District,17.727730137225265,Category I,1
451,Kanjhawla,3471.55,28.632694,77.21966,,New Delhi District,3.2918474478008664,Category I,1
452,Karawal Nagar,2666.67,28.725454,77.268624,110094,North East District,2.5143927830632187,Category I,1
453,Mehrauli Village,3870.36,28.521341,77.179337,110030,South District,3.6770684681318735,Category I,1
454,Palam Vihar,9152.54,28.580917,77.088389,110045,South West District,8.779264424030776,Category I,1
455,R K Puram,29411.76,28.59833,77.094487,110045,South West District,28.348175433058508,Category II,2
456,Ram Nagar Extension,5555.56,28.654776,77.282714,110051,Shahdara District,5.304847268718152,Category I,1
457,Rithala,4550.0,28.718672,77.100659,110085,North West District,4.33355053793395,Category I,1
458,Sector 10,8919.76,28.725049,77.114447,110085,North District,8.554416127567166,Category I,1
459,Sector 6,7889.0,28.579063,77.167392,110021,New Delhi District,7.558778057016304,Category I,1
460,Sector-16 Dwarka,4250.0,28.59772,77.057337,110075,South West District,4.0437726835689585,Category I,1
461,Sector-19 Rohini,11531.25,28.734704,77.142842,110042,North District,11.076922690552603,Category I,1
462,Sector-21 Rohini,7865.38,28.713045,77.067062,110086,North West District,7.535962880615968,Category I,1
463,Sfs Flats Saket,13571.43,28.523848,77.206773,110017,South District,13.047585966947164,Category I,1
464,Sidharth Ext,12727.27,28.579252,77.255716,110014,South East Delhi District,12.232189721811327,Category I,1
465,Sultanpur Extension,3969.7,28.496868,77.164988,110030,South District,3.773023574973934,Category I,1
466,10 Dwaraka Marg,8428.9,28.59853,77.087924,110045,South West District,8.080281602255166,Category I,1
467,A1 Block Paschim Vihar Delhi,10952.38,28.669306,77.093265,110063,West District,10.517777002031728,Category I,1
468,Bamnoli Village Delhi,5000.0,28.545682,77.031618,110077,South West District,4.768217319481437,Category I,1
469,Block J Rajouri Garden Extension,12923.08,28.64009,77.114278,110027,West District,12.421327727355358,Category I,1
470,Budh Nagar,7777.78,28.635105,77.142724,110012,New Delhi District,7.451347747141389,Category I,1
471,Dhul Siras,4375.0,28.549419,77.03127,110077,South West District,4.164513456221037,Category I,1
472,Dlf Phase 5,12375.48,28.628811,77.049516,110059,West District,11.892386550521126,Category I,1
473,Dps Matiyala,8750.75,28.612465,77.04412,110059,West District,8.391164943679742,Category I,1
474,Dr Ambedkar Colony,4666.67,28.50521,77.180133,110030,South District,4.446245145496495,Category I,1
475,Govindpura Old,6112.91,28.645439,77.285121,110051,East District,5.843206225819245,Category I,1
476,Katwaria Sarai,8125.0,28.539874,77.188008,110016,South District,7.786736635783431,Category I,1
477,Masjid Moth Village,7000.0,28.561161,77.217187,110049,South District,6.700069681914712,Category I,1
478,Masoodpur,14629.63,28.52691,77.154162,110070,New Delhi District,14.06972905191061,Category I,1
479,Maya Enclave,8771.65,28.618855,77.108939,110064,West District,8.411352800867169,Category I,1
480,New Layal Pur,5000.0,28.674808,77.267115,110053,North East District,4.768217319481437,Category I,1
481,Peeragarhi Village,592.07,28.6764,77.0906,110087,West District,0.510482327511181,Category I,1
482,Rajiv Chowk,11000.0,28.631606,77.219275,110001,New Delhi District,10.563774406781265,Category I,1
483,Residential Floorsector,13137.79,28.610071,77.20741,110001,New Delhi District,12.628721737724383,Category I,1
484,Sarojini Nagar,4526.75,28.575688,77.195757,110023,South District,4.311092754220662,Category I,1
485,Sector 18,11183.57,28.740602,77.137224,110089,North District,10.741089475867204,Category I,1
486,Sector 8B,13240.74,28.612632,77.328481,110096,East District,12.728163838080636,Category I,1
487,Shreshtha Vihar,12444.44,28.658515,77.318579,110092,Shahdara District,11.958996819977827,Category I,1
488,Shyam Enclave,5555.56,28.654006,77.305415,110092,Shahdara District,5.304847268718152,Category I,1
489,Surhera,4300.0,28.595728,76.941202,110043,South West District,4.09206899262979,Category I,1
490,Vishal Enclave,3724.14,28.650382,77.118619,110027,West District,3.535830741914377,Category I,1
491,Akshardham,23171.14,28.612332,77.27833,110092,East District,22.320197188034335,Category II,2
492,Ambica Vihar,9615.38,28.665092,77.080354,110087,West District,9.226333697745083,Category I,1
493,Ashirwad,8750.0,28.622128,77.058429,110059,West District,8.39044049904383,Category I,1
494,Azad Apartments,25000.0,28.542398,77.20163,110016,South District,24.086740943814196,Category II,2
495,Baldev Park East,7812.5,28.647966,77.288968,110051,East District,7.484884704153232,Category I,1
496,Bees Sutri Harijan Basti,1583.33,28.50522,77.197623,110062,South District,1.4679663139039856,Category I,1
497,Ber Sarai,18750.0,28.549408,77.180933,110016,New Delhi District,18.049702311210208,Category I,1
498,Cd Block Dakshini Pitampura,25000.0,28.69176,77.120353,110034,North West District,24.086740943814196,Category II,2
499,Dcm School Marg,6478.21,28.649656,77.164196,110008,West District,6.196059059817683,Category I,1
500,Devli Extention,2430.56,28.503704,77.23216,110062,South District,2.286327952416158,Category I,1
501,Devli Extention Deoli Gaon Nai Basti,3143.6,28.505528,77.234013,110062,South District,2.9750719566708694,Category I,1
502,Ghitorni Village South Delhi,17500.0,28.492572,77.145379,110030,New Delhi District,16.84229458468941,Category I,1
503,Gulab Bagh,566.67,28.636365,77.285144,110092,East District,0.48594780250827846,Category I,1
504,Igi Airport,4826.07,28.555013,77.08437,110037,New Delhi District,4.600213778782426,Category I,1
505,Jasola Sector 8,10833.33,28.544643,77.296658,110025,South East Delhi District,10.402783490157889,Category I,1
506,Kalkaji Flyover,12534.18,28.541421,77.255747,110019,South East Delhi District,12.045679035480207,Category I,1
507,Keshavpuram,8333.33,28.688039,77.16071,110035,North West District,7.987968037116293,Category I,1
508,Khushi Ram Park Param Puri,5000.0,28.616921,77.051712,110059,West District,4.768217319481437,Category I,1
509,Kishangarh Village New Delhi,5617.98,28.632694,77.21966,,New Delhi District,5.365140380949694,Category I,1
510,Lodhi Colony,12000.0,28.583717,77.224496,110003,South East Delhi District,11.529700587997903,Category I,1
511,Manglapuri Village,36638.98,28.588744,77.087511,110045,South West District,35.329136448471026,Category II,2
512,Mayur Vihar Pocket F,47435.48,28.680359,77.317982,110095,Shahdara District,45.75775846397646,Category III,3
513,Mianwali Nagar Peera Garhi,10400.0,28.679509,77.096072,110056,West District,9.984218698051283,Category I,1
514,Mirpur Turk,4483.43,28.706748,77.265361,110094,North East District,4.2692488320503585,Category I,1
515,Moti Bagh South,4545.45,28.58055,77.1726,110021,New Delhi District,4.329155573809413,Category I,1
516,Munirka Flyover,10296.3,28.553441,77.174918,110067,New Delhi District,9.884052153059116,Category I,1
517,Munirka Marg,11273.33,28.553441,77.174918,110067,New Delhi District,10.82779100989321,Category I,1
518,Pant Nagar,3264.76,28.585639,77.243685,110014,South East Delhi District,3.0921035727870776,Category I,1
519,Pind Wala Khurd Village,65573.77,28.559322,76.97115,110043,South West District,63.2780076574764,Category IV,4
520,Pocket 7 Sector D,11764.71,28.529379,77.146218,110070,South District,11.30242781681944,Category I,1
521,Pocket 8 Sector C,16666.67,28.537006,77.141515,110070,South District,16.037359320096147,Category I,1
522,Pratap Khand,6209.15,28.672288,77.30823,110095,Shahdara District,5.936166961499534,Category I,1
523,Sadh Nagar Palam Colony,3823.53,28.591095,77.0938,110045,South West District,3.6318341450654987,Category I,1
524,Sandesh Vihar,18518.52,28.691363,77.141998,110034,North West District,17.82610971878218,Category I,1
525,Sector 108,5624.3,28.855418,77.096334,110040,North District,5.371245034414985,Category I,1
526,Sector 16A Dwarka,6269.59,28.611972,77.018489,110078,South West District,5.9945475398922685,Category I,1
527,Sector 5,8758.77,28.52352,77.224102,110017,South District,8.398911671653101,Category I,1
528,Sector 7,9485.71,28.530248,77.227821,110017,South District,9.10108204982672,Category I,1
529,Sector B Pocket 10,1947.62,28.532418,77.153659,110070,South District,1.819843562459395,Category I,1
530,Sector17 Rohini,7995.09,28.721034,77.073372,110086,North West District,7.661253165581577,Category I,1
531,Shaheen Bagh New Delhi,4896.42,28.544888,77.302624,110025,South East Delhi District,4.668166685631017,Category I,1
532,West Enclave,10752.68,28.628375,77.074996,,West District,10.324881543642766,Category I,1
533,Delhi Cantt,527.04,28.596475,77.13247,110010,New Delhi District,0.4476681479466631,Category I,1
534,Abul Fazal Enclave Part 2 New Delhi,4555.56,28.549208,77.299861,110025,South East Delhi District,4.3389210875015145,Category I,1
535,Antriksh Bhawan,3542.37,28.62872,77.222853,110001,New Delhi District,3.3602543399546283,Category I,1
536,Block Jp Poorvi Pitampura,9988.01,28.702802,77.14598,110034,North West District,9.58626677065184,Category I,1
537,Block Uu Uttari Pitampura,7781.65,28.705857,77.13941,110034,North West District,7.455085881462697,Category I,1
538,Chirag Dilli,3500.0,28.538589,77.228025,110017,South District,3.3193280476564793,Category I,1
539,Commercial Shop Karol Bagh,16650.0,28.652979,77.192229,110005,Central District,16.02125733065527,Category I,1
540,Commonwealth Games Village,15476.19,28.615,77.273474,110092,East District,14.88744351988137,Category I,1
541,E Block Preet Vihar,13263.42,28.638923,77.297743,110092,East District,12.750071043870628,Category I,1
542,Experion Heartsong,6303.13,28.596475,77.13247,110010,New Delhi District,6.026944704010274,Category I,1
543,Gulabhi Bagh Om Vihar,3600.0,28.626044,77.05264,110059,West District,3.415920665778143,Category I,1
544,Janakpuri B1 Market,9444.44,28.628996,77.091333,110058,West District,9.061218276327912,Category I,1
545,Kapas Hera Extension,1866.67,28.594804,77.198137,110021,New Delhi District,1.7416518380899082,Category I,1
546,Karampura West,13513.51,28.664786,77.147423,110015,West District,12.991639522531099,Category I,1
547,Lig Flats,8819.93,28.634795,77.06071,110059,West District,8.457987716896309,Category I,1
548,Mandakini Enclave,16388.89,28.529337,77.248602,110019,South East Delhi District,15.769044345477793,Category I,1
549,Mount Kailash Apartment,18333.33,28.553428,77.245946,110065,South East Delhi District,17.647229849282674,Category I,1
550,Narmada Apartments,13462.57,28.527007,77.248206,110019,South East Delhi District,12.94243524285992,Category I,1
551,Netaji Subash Marg,7826.09,28.645492,77.240409,110002,Central District,7.498011640955965,Category I,1
552,Noor Nagar,4266.67,28.557413,77.287111,110025,South East Delhi District,4.05987467300984,Category I,1
553,Partap Nagar,5000.0,28.708526,77.307316,110093,Shahdara District,4.768217319481437,Category I,1
554,Paschim Vihar A 1 Block,8300.0,28.678813,77.096991,110063,West District,7.955773717496342,Category I,1
555,Pocket 11 Sector B,16000.0,28.532134,77.151477,110070,South District,15.393405312864456,Category I,1
556,Pocket 2 Sector D,13365.38,28.613827,77.327863,110096,East District,12.848556877307477,Category I,1
557,Pocket 9 Sector C,16666.67,28.539503,77.143912,110070,South District,16.037359320096147,Category I,1
558,Residential Flat Mehrauli,3370.79,28.521341,77.179337,110030,South District,3.194520725781478,Category I,1
559,Rishi Nagar,6222.22,28.686199,77.127398,110034,North West District,5.948791616688037,Category I,1
560,Saiyad Ul Ajaib Village,3777.78,28.51808,77.200847,110030,South District,3.5876430222748374,Category I,1
561,Salempur Majra,18750.0,28.768899,77.196855,110084,Central District,18.049702311210208,Category I,1
562,Sector 1,8674.1,28.849061,77.116154,110040,North District,8.317126701889487,Category I,1
563,Sector 10 Pocket 1,7250.0,28.594815,77.074271,110075,South West District,6.941551227218873,Category I,1
564,Sector 12 Dwarka Pocket 2,8000.0,28.595479,77.047881,110078,South West District,7.665995863131352,Category I,1
565,Sector 30,4603.58,28.755792,77.082597,110042,North District,4.385304862723537,Category I,1
566,Sector4Pkt 1,9233.81,28.514217,77.106693,110038,New Delhi District,8.857765244778252,Category I,1
567,Shahabad Mohammadpur,4266.67,28.557121,77.071742,110037,New Delhi District,4.05987467300984,Category I,1
568,Shankar Vihar,12306.61,28.566631,77.14623,110010,New Delhi District,11.825863214420737,Category I,1
569,Subzi Mandi,4784.69,28.67191,77.204144,110007,Central District,4.5602437534036815,Category I,1
570,Ujwa,4200.0,28.570126,76.912299,110073,South West District,3.9954763745081263,Category I,1
571,B4 Block,11764.71,28.699916,77.266174,110053,North East District,11.30242781681944,Category I,1
572,Baprola,10952.38,28.641795,77.014447,110043,West District,10.517777002031728,Category I,1
573,Bhagat Chandra Hospital,6800.0,28.593252,77.081135,110045,South West District,6.506884445671385,Category I,1
574,Bhagwati Garden Extension,4100.0,28.625185,77.030035,110059,West District,3.898883756386463,Category I,1
575,Bharthal,2285.71,28.544379,77.047411,110077,South West District,2.1464135450669284,Category I,1
576,Block Gh5,7333.33,28.572861,77.071862,110077,New Delhi District,7.022041855899655,Category I,1
